Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,UnitComments_en,Status
Code table 4.11 - Type of time intervals,,255,,Missing,,,Operational
Code table 4.12 - Operating mode,,0,,Maintenance mode,,,Operational
Code table 4.12 - Operating mode,,1,,Clear air,,,Operational
Code table 4.12 - Operating mode,,2,,Precipitation,,,Operational
Code table 4.12 - Operating mode,,3-191,,Reserved,,,Operational
Code table 4.12 - Operating mode,,192-254,,Reserved for local use,,,Operational
Code table 4.12 - Operating mode,,255,,Missing,,,Operational
Code table 4.13 - Quality control indicator,,0,,No quality control applied,,,Operational
Code table 4.13 - Quality control indicator,,1,,Quality control applied,,,Operational
Code table 4.13 - Quality control indicator,,2-191,,Reserved,,,Operational
Code table 4.13 - Quality control indicator,,192-254,,Reserved for local use,,,Operational
Code table 4.13 - Quality control indicator,,255,,Missing,,,Operational
Code table 4.14 - Clutter filter indicator,,0,,No clutter filter used,,,Operational
Code table 4.14 - Clutter filter indicator,,1,,Clutter filter used,,,Operational
Code table 4.14 - Clutter filter indicator,,2-191,,Reserved,,,Operational
Code table 4.14 - Clutter filter indicator,,192-254,,Reserved for local use,,,Operational
Code table 4.14 - Clutter filter indicator,,255,,Missing,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,0,,Data is calculated directly from the source grid with no interpolation,(see Note 1),,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,1,,Bilinear interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,2,,Bicubic interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,3,,Using the value from the source grid grid-point which is nearest to the nominal grid-point,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,4,,Budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,(see Note 2),,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,5,,Spectral interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,6,,Neighbor-budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,(see Note 3),,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,7-191,,Reserved,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,192-254,,Reserved for local use,,,Operational
Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data,,255,,Missing,,,Operational
Code table 4.16 - Quality value associated with parameter,,0,,Confidence index,(see Note 2),,Operational
Code table 4.16 - Quality value associated with parameter,,1,,Quality indicator,(see Note 3 and Code table 4.244),,Operational
Code table 4.16 - Quality value associated with parameter,,2,,Correlation of product with used calibration product,(see Note 4),,Operational
Code table 4.16 - Quality value associated with parameter,,3,,Standard deviation,(see Note 5),,Operational
Code table 4.16 - Quality value associated with parameter,,4,,Random error,(see Note 5),,Operational
Code table 4.16 - Quality value associated with parameter,,5,,Probability,,,Operational
Code table 4.16 - Quality value associated with parameter,,6-191,,Reserved,,,Operational
Code table 4.16 - Quality value associated with parameter,,192-254,,Reserved for local use,,,Operational
Code table 4.16 - Quality value associated with parameter,,255,,Missing,,,Operational
Code table 4.91 - Type of Interval,,0,,Smaller than first limit,,,Operational
Code table 4.91 - Type of Interval,,1,,Greater than second limit,,,Operational
Code table 4.91 - Type of Interval,,2,,Between first and second limit. The range includes the first limit but not the second limit,,,Operational
Code table 4.91 - Type of Interval,,3,,Greater than first limit,,,Operational
Code table 4.91 - Type of Interval,,4,,Smaller than second limit,,,Operational
Code table 4.91 - Type of Interval,,5,,Smaller or equal first limit,,,Operational
Code table 4.91 - Type of Interval,,6,,Greater or equal second limit,,,Operational
Code table 4.91 - Type of Interval,,7,,Between first and second. The range includes the first limit and the second limit,,,Operational
Code table 4.91 - Type of Interval,,8,,Greater or equal first limit,,,Operational
Code table 4.91 - Type of Interval,,9,,Smaller or equal second limit,,,Operational
Code table 4.91 - Type of Interval,,10,,Between first and second limit. The range includes the second limit but not the first limit,,,Operational
Code table 4.91 - Type of Interval,,11,,Equal to first limit,,,Operational
Code table 4.91 - Type of Interval,,12-191,,Reserved,,,Operational
Code table 4.91 - Type of Interval,,192-254,,Reserved for local use,,,Operational
Code table 4.91 - Type of Interval,,255,,Missing,,,Operational
Code table 4.201 - Precipitation type,,0,,Reserved,,,Operational
Code table 4.201 - Precipitation type,,1,,Rain,,,Operational
Code table 4.201 - Precipitation type,,2,,Thunderstorm,,,Operational
Code table 4.201 - Precipitation type,,3,,Freezing rain,,,Operational
Code table 4.201 - Precipitation type,,4,,Mixed/ice,,,Operational
Code table 4.201 - Precipitation type,,5,,Snow,,,Operational
Code table 4.201 - Precipitation type,,6,,Wet snow,,,Operational
Code table 4.201 - Precipitation type,,7,,Mixture of rain and snow,,,Operational
Code table 4.201 - Precipitation type,,8,,Ice pellets,,,Operational
Code table 4.201 - Precipitation type,,9,,Graupel,,,Operational
Code table 4.201 - Precipitation type,,10,,Hail,,,Operational
Code table 4.201 - Precipitation type,,11,,Drizzle,,,Operational
Code table 4.201 - Precipitation type,,12,,Freezing drizzle,,,Operational
Code table 4.201 - Precipitation type,,13-191,,Reserved,,,Operational
Code table 4.201 - Precipitation type,,192-254,,Reserved for local use,,,Operational
Code table 4.201 - Precipitation type,,255,,Missing,,,Operational
Code table 4.202 - Precipitable water category,,0-191,,Reserved,,,Operational
Code table 4.202 - Precipitable water category,,192-254,,Reserved for local use,,,Operational
Code table 4.202 - Precipitable water category,,255,,Missing,,,Operational
Code table 4.203 - Cloud type,,0,,Clear,,,Operational
Code table 4.203 - Cloud type,,1,,Cumulonimbus,,,Operational
Code table 4.203 - Cloud type,,2,,Stratus,,,Operational
Code table 4.203 - Cloud type,,3,,Stratocumulus,,,Operational
Code table 4.203 - Cloud type,,4,,Cumulus,,,Operational
Code table 4.203 - Cloud type,,5,,Altostratus,,,Operational
Code table 4.203 - Cloud type,,6,,Nimbostratus,,,Operational
Code table 4.203 - Cloud type,,7,,Altocumulus,,,Operational
Code table 4.203 - Cloud type,,8,,Cirrostratus,,,Operational
Code table 4.203 - Cloud type,,9,,Cirrocumulus,,,Operational
Code table 4.203 - Cloud type,,10,,Cirrus,,,Operational
Code table 4.203 - Cloud type,,11,,Cumulonimbus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,12,,Stratus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,13,,Stratocumulus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,14,,Cumulus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,15,,Altostratus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,16,,Nimbostratus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,17,,Altocumulus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,18,,Cirrostratus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,19,,Cirrocumulus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,20,,Cirrus - ground-based fog beneath the lowest layer,,,Operational
Code table 4.203 - Cloud type,,21-190,,Reserved,,,Operational
Code table 4.203 - Cloud type,,191,,Unknown,,,Operational
Code table 4.203 - Cloud type,,192-254,,Reserved for local use,,,Operational
Code table 4.203 - Cloud type,,255,,Missing,,,Operational
Code table 4.204 - Thunderstorm coverage,,0,,None,,,Operational
Code table 4.204 - Thunderstorm coverage,,1,,Isolated (1-2%),,,Operational
Code table 4.204 - Thunderstorm coverage,,2,,Few (3-5%),,,Operational
Code table 4.204 - Thunderstorm coverage,,3,,Scattered (6-45%),,,Operational
Code table 4.204 - Thunderstorm coverage,,4,,Numerous (> 45%),,,Operational
Code table 4.204 - Thunderstorm coverage,,5-191,,Reserved,,,Operational
