"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1283.00,"Product definition template 4.1002 - cross-section of analysis and forecast, averaged or otherwise statistically-processed over latitude or longitude","34-35","Number of values",,"Experimental"
1284.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","10","Parameter category","(see Code table 4.1)","Experimental"
1285.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","11","Parameter number","(see Code table 4.2)","Experimental"
1286.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","12","Type of generating process","(see Code table 4.3)","Experimental"
1287.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","13","Background generating process identifier (defined by originating centre)",,"Experimental"
1288.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Experimental"
1289.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","15-16","Hours of observational data cut-off after reference time","(see Note)","Experimental"
1290.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","17","Minutes of observational data cut-off after reference time",,"Experimental"
1291.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","18","Indicator of unit of time range","(see Code table 4.4)","Experimental"
1292.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","19-22","Forecast time in units defined by octet 18",,"Experimental"
1293.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","23","Type of first fixed surface","(see Code table 4.5)","Experimental"
1294.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","24","Scale factor of first fixed surface",,"Experimental"
1295.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","25-28","Scaled value of first fixed surface",,"Experimental"
1296.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","29","Type of second fixed surface","(see Code table 4.5)","Experimental"
1297.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","30","Scale factor of second fixed surface",,"Experimental"
1298.00,"Product definition template 4.1100 - Hovmoller-type grid with no averaging or other statistical processing","31-34","Scaled value of second fixed surface",,"Experimental"
1299.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","10","Parameter category","(see Code table 4.1)","Experimental"
1300.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","11","Parameter number","(see Code table 4.2)","Experimental"
1301.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","12","Type of generating process","(see Code table 4.3)","Experimental"
1302.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","13","Background generating process identifier (defined by originating centre)",,"Experimental"
1303.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Experimental"
1304.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","15-16","Hours of observational data cut-off after reference time","(see Note 1)","Experimental"
1305.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","17","Minutes of observational data cut-off after reference time",,"Experimental"
1306.00,"Product definition template 4.1101 - Hovmoller-type grid with averaging or other statistical processing","18","Indicator of unit of time range","(see Code table 4.4)","Experimental"
